Player_id,Urls,Contains_image,Player,Updated_urls
baldwwa01,https://www.basketball-reference.com/req/202106291/images/players/baldwwa01.jpg,1,Wade Baldwin,https://www.basketball-reference.com/req/202106291/images/players/baldwwa01.jpg
beaslma01,https://www.basketball-reference.com/req/202106291/images/players/beaslma01.jpg,1,Malik Beasley,https://www.basketball-reference.com/req/202106291/images/players/beaslma01.jpg
bembrde01,https://www.basketball-reference.com/req/202106291/images/players/bembrde01.jpg,1,DeAndre' Bembry,https://www.basketball-reference.com/req/202106291/images/players/bembrde01.jpg
bendedr01,https://www.basketball-reference.com/req/202106291/images/players/bendedr01.jpg,1,Dragan Bender,https://www.basketball-reference.com/req/202106291/images/players/bendedr01.jpg
bentibe01,https://www.basketball-reference.com/req/202106291/images/players/bentibe01.jpg,1,Ben Bentil,https://www.basketball-reference.com/req/202106291/images/players/bentibe01.jpg
bertada01,https://www.basketball-reference.com/req/202106291/images/players/bertada01.jpg,1,Dāvis Bertāns,https://www.basketball-reference.com/req/202106291/images/players/bertada01.jpg
bolomjo01,https://www.basketball-reference.com/req/202106291/images/players/bolomjo01.jpg,1,Joel Bolomboy,https://www.basketball-reference.com/req/202106291/images/players/bolomjo01.jpg
brogdma01,https://www.basketball-reference.com/req/202106291/images/players/brogdma01.jpg,1,Malcolm Brogdon,https://www.basketball-reference.com/req/202106291/images/players/brogdma01.jpg
brownja02,https://www.basketball-reference.com/req/202106291/images/players/brownja02.jpg,1,Jaylen Brown,https://www.basketball-reference.com/req/202106291/images/players/brownja02.jpg
brussni01,https://www.basketball-reference.com/req/202106291/images/players/brussni01.jpg,1,Nicolás Brussino,https://www.basketball-reference.com/req/202106291/images/players/brussni01.jpg
chrisma01,https://www.basketball-reference.com/req/202106291/images/players/chrisma01.jpg,1,Marquese Chriss,https://www.basketball-reference.com/req/202106291/images/players/chrisma01.jpg
chrisse01,https://www.basketball-reference.com/req/202106291/images/players/chrisse01.jpg,1,Semaj Christon,https://www.basketball-reference.com/req/202106291/images/players/chrisse01.jpg
cookqu01,https://www.basketball-reference.com/req/202106291/images/players/cookqu01.jpg,1,Quinn Cook,https://www.basketball-reference.com/req/202106291/images/players/cookqu01.jpg
davisde01,https://www.basketball-reference.com/req/202106291/images/players/davisde01.jpg,1,Deyonta Davis,https://www.basketball-reference.com/req/202106291/images/players/davisde01.jpg
delanma01,https://www.basketball-reference.com/req/202106291/images/players/delanma01.jpg,1,Malcolm Delaney,https://www.basketball-reference.com/req/202106291/images/players/delanma01.jpg
