Season,Team,Lg,Salary,player_id
2012-13,New Orleans Hornets,NBA,8700000,anderry01
2013-14,New Orleans Pelicans,NBA,8308500,anderry01
2014-15,New Orleans Pelicans,NBA,8491500,anderry01
2015-16,New Orleans Pelicans,NBA,8500000,anderry01
2016-17,Houston Rockets,NBA,18735364,anderry01
2017-18,Houston Rockets,NBA,19578455,anderry01
2018-19,Miami Heat,NBA,20421546,anderry01
2019-20,Miami Heat,NBA,5214583,anderry01
2019-20,Houston Rockets,NBA,500000,anderry01
2020-21,Miami Heat,NBA,5214583,anderry01
2021-22,Miami Heat,NBA,5214584,anderry01
Career,(may be incomplete),,115075076,anderry01
1996-97,Utah Jazz,NBA,220000,andersh01
1997-98,Utah Jazz,NBA,1200000,andersh01
1998-99,Utah Jazz,NBA,1300000,andersh01
1999-00,Houston Rockets,NBA,2000000,andersh01
2000-01,Houston Rockets,NBA,2200000,andersh01
2001-02,New York Knicks,NBA,5500000,andersh01
2002-03,New York Knicks,NBA,6100000,andersh01
2003-04,New York Knicks,NBA,6700000,andersh01
2004-05,New York Knicks,NBA,7300000,andersh01
2004-05,Miami Heat,NBA,873699,andersh01
2005-06,New York Knicks,NBA,7900000,andersh01
2005-06,Miami Heat,NBA,1035000,andersh01
2006-07,New York Knicks,NBA,7244726,andersh01
Career,(may be incomplete),,49573425,andersh01
1988-89,San Antonio Spurs,NBA,500000,anderwi01
1990-91,San Antonio Spurs,NBA,725000,anderwi01
1991-92,San Antonio Spurs,NBA,775000,anderwi01
1992-93,San Antonio Spurs,NBA,2075000,anderwi01
1993-94,San Antonio Spurs,NBA,2075000,anderwi01
1994-95,San Antonio Spurs,NBA,2075000,anderwi01
1995-96,Toronto Raptors,NBA,2075000,anderwi01
1999-00,Miami Heat,NBA,510000,anderwi01
Career,(may be incomplete),,10810000,anderwi01
2005-06,Cleveland Cavaliers,NBA,398762,andrima01
2006-07,Chicago Bulls,NBA,664209,andrima01
Career,(may be incomplete),,1062971,andrima01
2017-18,Indiana Pacers,NBA,950000,anigbik01
2018-19,Indiana Pacers,NBA,1378242,anigbik01
Career,(may be incomplete),,2328242,anigbik01
1990-91,Orlando Magic,NBA,200000,anslemi01
Career,(may be incomplete),,200000,anslemi01
1997-98,Dallas Mavericks,NBA,713900,anstech01
1998-99,Dallas Mavericks,NBA,985200,anstech01
1999-00,Chicago Bulls,NBA,1113720,anstech01
Career,(may be incomplete),,2812820,anstech01
2013-14,Milwaukee Bucks,NBA,1792560,antetgi01
2014-15,Milwaukee Bucks,NBA,1873200,antetgi01
2015-16,Milwaukee Bucks,NBA,1953960,antetgi01
2016-17,Milwaukee Bucks,NBA,2995421,antetgi01
2017-18,Milwaukee Bucks,NBA,22471910,antetgi01
2018-19,Milwaukee Bucks,NBA,24157304,antetgi01
2019-20,Milwaukee Bucks,NBA,25842697,antetgi01
2020-21,Milwaukee Bucks,NBA,27528088,antetgi01
2021-22,Milwaukee Bucks,NBA,39344970,antetgi01
Career,(may be incomplete),,147960110,antetgi01
2018-19,Dallas Mavericks,NBA,0,antetko01
2019-20,Los Angeles Lakers,NBA,0,antetko01
2020-21,Los Angeles Lakers,NBA,0,antetko01
Career,(may be incomplete),,0,antetko01
2015-16,New York Knicks,NBA,105888,antetth01
2019-20,Milwaukee Bucks,NBA,1445697,antetth01
2020-21,Milwaukee Bucks,NBA,1701593,antetth01
2021-22,Milwaukee Bucks,NBA,1729217,antetth01
Career,(may be incomplete),,4982395,antetth01
2003-04,Denver Nuggets,NBA,3229200,anthoca01
2004-05,Denver Nuggets,NBA,3471360,anthoca01
2005-06,Denver Nuggets,NBA,3713640,anthoca01
2006-07,Denver Nuggets,NBA,4694041,anthoca01
2007-08,Denver Nuggets,NBA,13041250,anthoca01
2008-09,Denver Nuggets,NBA,14410581,anthoca01
2009-10,Denver Nuggets,NBA,15779912,anthoca01
2010-11,New York Knicks,NBA,17149243,anthoca01
2011-12,New York Knicks,NBA,18518574,anthoca01
2012-13,New York Knicks,NBA,19450000,anthoca01
2013-14,New York Knicks,NBA,22407474,anthoca01
2014-15,New York Knicks,NBA,22458000,anthoca01
2015-16,New York Knicks,NBA,22875000,anthoca01
2016-17,New York Knicks,NBA,24559380,anthoca01
2017-18,Oklahoma City Thunder,NBA,26243760,anthoca01
2018-19,Atlanta Hawks,NBA,25534253,anthoca01
2018-19,Chicago Bulls,NBA,2393887,anthoca01
2019-20,Portland Trail Blazers,NBA,2159029,anthoca01
2020-21,Portland Trail Blazers,NBA,1620564,anthoca01
2021-22,Los Angeles Lakers,NBA,2641691,anthoca01
Career,(may be incomplete),,266350839,anthoca01
2020-21,Orlando Magic,NBA,3285120,anthoco01
2021-22,Orlando Magic,NBA,3449400,anthoco01
Career,(may be incomplete),,6734520,anthoco01
1991-92,New York Knicks,NBA,865000,anthogr01
1992-93,New York Knicks,NBA,1067000,anthogr01
1993-94,New York Knicks,NBA,1269000,anthogr01
1994-95,New York Knicks,NBA,1471000,anthogr01
1995-96,Vancouver Grizzlies,NBA,1673000,anthogr01
1996-97,Vancouver Grizzlies,NBA,1875000,anthogr01
1997-98,Seattle SuperSonics,NBA,272250,anthogr01
1998-99,Portland Trail Blazers,NBA,1000000,anthogr01
1999-00,Portland Trail Blazers,NBA,1100000,anthogr01
2000-01,Portland Trail Blazers,NBA,3500000,anthogr01
2001-02,Chicago Bulls,NBA,3000000,anthogr01
2002-03,Chicago Bulls,NBA,1500000,anthogr01
Career,(may be incomplete),,18592250,anthogr01
2007-08,Miami Heat,NBA,427163,anthojo01
2008-09,Miami Heat,NBA,711517,anthojo01
2009-10,Miami Heat,NBA,825497,anthojo01
2010-11,Miami Heat,NBA,3300000,anthojo01
2011-12,Miami Heat,NBA,3600000,anthojo01
2012-13,Miami Heat,NBA,3750000,anthojo01
2013-14,Miami Heat,NBA,3800000,anthojo01
2014-15,Detroit Pistons,NBA,3800000,anthojo01
2015-16,Detroit Pistons,NBA,2500000,anthojo01
2016-17,San Antonio Spurs,NBA,663810,anthojo01
Career,(may be incomplete),,23377987,anthojo01
2014-15,Atlanta Hawks,NBA,1250000,anticpe01
Career,(may be incomplete),,1250000,anticpe01
2017-18,Toronto Raptors,NBA,1645200,anunoog01
2018-19,Toronto Raptors,NBA,1952760,anunoog01
2019-20,Toronto Raptors,NBA,2281800,anunoog01
2020-21,Toronto Raptors,NBA,3872215,anunoog01
2021-22,Toronto Raptors,NBA,16071429,anunoog01
Career,(may be incomplete),,25823404,anunoog01
2015-16,Orlando Magic,NBA,161776,applike01
Career,(may be incomplete),,161776,applike01
2004-05,Toronto Raptors,NBA,2082720,araujra01
2005-06,Toronto Raptors,NBA,2238960,araujra01
2006-07,Utah Jazz,NBA,2395200,araujra01
Career,(may be incomplete),,6716880,araujra01
2002-03,Memphis Grizzlies,NBA,349458,archiro01
2003-04,Orlando Magic,NBA,563679,archiro01
Career,(may be incomplete),,913137,archiro01
2016-17,San Antonio Spurs,NBA,75000,arcidry01
2017-18,Chicago Bulls,NBA,0,arcidry01
2018-19,Chicago Bulls,NBA,1349383,arcidry01
2019-20,Chicago Bulls,NBA,3000000,arcidry01
2020-21,Chicago Bulls,NBA,3000000,arcidry01
2021-22,New York Knicks,NBA,791798,arcidry01
Career,(may be incomplete),,8216181,arcidry01
2001-02,Golden State Warriors,NBA,332817,arenagi01
2002-03,Golden State Warriors,NBA,512435,arenagi01
2003-04,Washington Wizards,NBA,8536000,arenagi01
2004-05,Washington Wizards,NBA,9389600,arenagi01
2005-06,Washington Wizards,NBA,10243200,arenagi01
2006-07,Washington Wizards,NBA,11096800,arenagi01
2007-08,Washington Wizards,NBA,11950400,arenagi01
2008-09,Washington Wizards,NBA,14653466,arenagi01
2009-10,Washington Wizards,NBA,16192080,arenagi01
2010-11,Orlando Magic,NBA,17730694,arenagi01
2011-12,Orlando Magic,NBA,19269307,arenagi01
2011-12,Memphis Grizzlies,NBA,312342,arenagi01
2012-13,Orlando Magic,NBA,20807922,arenagi01
2013-14,Orlando Magic,NBA,22346536,arenagi01
Career,(may be incomplete),,163373599,arenagi01
2004-05,New York Knicks,NBA,385277,arizatr01
2005-06,New York Knicks,NBA,682051,arizatr01
2006-07,Orlando Magic,NBA,3100000,arizatr01
2007-08,Los Angeles Lakers,NBA,3100000,arizatr01
2008-09,Los Angeles Lakers,NBA,3100000,arizatr01
2009-10,Houston Rockets,NBA,5854000,arizatr01
2010-11,New Orleans Hornets,NBA,6322320,arizatr01
2011-12,New Orleans Hornets,NBA,6790640,arizatr01
2012-13,Washington Wizards,NBA,7258960,arizatr01
2013-14,Washington Wizards,NBA,7727280,arizatr01
2014-15,Houston Rockets,NBA,8579089,arizatr01
2015-16,Houston Rockets,NBA,8193030,arizatr01
2016-17,Houston Rockets,NBA,7806971,arizatr01
2017-18,Houston Rockets,NBA,7420912,arizatr01
2018-19,Washington Wizards,NBA,15000000,arizatr01
2019-20,Portland Trail Blazers,NBA,12200000,arizatr01
2020-21,Miami Heat,NBA,12800000,arizatr01
2021-22,Los Angeles Lakers,NBA,2641691,arizatr01
Career,(may be incomplete),,118962221,arizatr01
1990-91,Chicago Bulls,NBA,425000,armstbj01
1991-92,Chicago Bulls,NBA,435000,armstbj01
1992-93,Chicago Bulls,NBA,540000,armstbj01
1993-94,Chicago Bulls,NBA,620000,armstbj01
1994-95,Chicago Bulls,NBA,2800000,armstbj01
1995-96,Golden State Warriors,NBA,2400000,armstbj01
1996-97,Golden State Warriors,NBA,2400000,armstbj01
1997-98,Golden State Warriors,NBA,2600000,armstbj01
1998-99,Los Angeles Lakers,NBA,2800000,armstbj01
1998-99,Orlando Magic,NBA,850000,armstbj01
1999-00,Chicago Bulls,NBA,510000,armstbj01
Career,(may be incomplete),,16380000,armstbj01
2001-02,New Jersey Nets,NBA,865800,armstbr01
2002-03,New Jersey Nets,NBA,930720,armstbr01
2003-04,New Jersey Nets,NBA,995650,armstbr01
Career,(may be incomplete),,2792170,armstbr01
1995-96,Orlando Magic,NBA,350000,armstda01
1996-97,Orlando Magic,NBA,410000,armstda01
1997-98,Orlando Magic,NBA,350000,armstda01
1998-99,Orlando Magic,NBA,2900000,armstda01
1999-00,Orlando Magic,NBA,4125000,armstda01
2000-01,Orlando Magic,NBA,3100000,armstda01
2001-02,Orlando Magic,NBA,4005000,armstda01
2002-03,Orlando Magic,NBA,4010000,armstda01
2003-04,New Orleans Hornets,NBA,2475000,armstda01
2004-05,Dallas Mavericks,NBA,2275000,armstda01
2005-06,Dallas Mavericks,NBA,1138500,armstda01
2006-07,Indiana Pacers,NBA,1178348,armstda01
2007-08,New Jersey Nets,NBA,1219590,armstda01
Career,(may be incomplete),,27536438,armstda01
2006-07,New Orleans/Oklahoma City Hornets,NBA,1767600,armsthi01
2007-08,New Orleans Hornets,NBA,1900200,armsthi01
2008-09,New Orleans Hornets,NBA,2032800,armsthi01
2009-10,Houston Rockets,NBA,2801198,armsthi01
2010-11,Atlanta Hawks,NBA,992680,armsthi01
Career,(may be incomplete),,9494478,armsthi01
2001-02,Toronto Raptors,NBA,332817,arroyca01
2002-03,Utah Jazz,NBA,546000,arroyca01
2003-04,Utah Jazz,NBA,800000,arroyca01
2004-05,Utah Jazz,NBA,4000000,arroyca01
2005-06,Detroit Pistons,NBA,4000000,arroyca01
2006-07,Orlando Magic,NBA,4100000,arroyca01
2007-08,Orlando Magic,NBA,4100000,arroyca01
2009-10,Miami Heat,NBA,1107572,arroyca01
2010-11,Miami Heat,NBA,1223166,arroyca01
Career,(may be incomplete),,20209555,arroyca01
1999-00,Chicago Bulls,NBA,1079760,artesro01
2000-01,Chicago Bulls,NBA,1160760,artesro01
2001-02,Chicago Bulls,NBA,1241760,artesro01
2002-03,Indiana Pacers,NBA,1904860,artesro01
2003-04,Indiana Pacers,NBA,5473684,artesro01
2004-05,Indiana Pacers,NBA,6157895,artesro01
2005-06,Indiana Pacers,NBA,6842105,artesro01
2006-07,Sacramento Kings,NBA,7526316,artesro01
2007-08,Sacramento Kings,NBA,7400000,artesro01
2008-09,Houston Rockets,NBA,7400000,artesro01
2009-10,Los Angeles Lakers,NBA,5854000,artesro01
2010-11,Los Angeles Lakers,NBA,6322320,artesro01
2011-12,Los Angeles Lakers,NBA,6790640,artesro01
2012-13,Los Angeles Lakers,NBA,7258960,artesro01
2013-14,New York Knicks,NBA,1590000,artesro01
2015-16,Los Angeles Lakers,NBA,1499187,artesro01
2016-17,Los Angeles Lakers,NBA,1551659,artesro01
Career,(may be incomplete),,77053906,artesro01
2008-09,Memphis Grizzlies,NBA,977160,arthuda01
2009-10,Memphis Grizzlies,NBA,1050480,arthuda01
2010-11,Memphis Grizzlies,NBA,1123680,arthuda01
2011-12,Memphis Grizzlies,NBA,2027119,arthuda01
2012-13,Memphis Grizzlies,NBA,3006217,arthuda01
2013-14,Denver Nuggets,NBA,3231683,arthuda01
2014-15,Denver Nuggets,NBA,3457149,arthuda01
2015-16,Denver Nuggets,NBA,2814000,arthuda01
2016-17,Denver Nuggets,NBA,8070175,arthuda01
2017-18,Denver Nuggets,NBA,7464912,arthuda01
2018-19,Phoenix Suns,NBA,7464912,arthuda01
Career,(may be incomplete),,40687487,arthuda01
2017-18,Orlando Magic,NBA,0,artisja01
Career,(may be incomplete),,0,artisja01
2010-11,Chicago Bulls,NBA,1721000,asikom01
2011-12,Chicago Bulls,NBA,1857500,asikom01
2012-13,Houston Rockets,NBA,8374646,asikom01
2013-14,Houston Rockets,NBA,8374646,asikom01
2014-15,New Orleans Pelicans,NBA,8374646,asikom01
2015-16,New Orleans Pelicans,NBA,11000000,asikom01
2016-17,New Orleans Pelicans,NBA,9904494,asikom01
2017-18,Chicago Bulls,NBA,10595505,asikom01
2018-19,Chicago Bulls,NBA,11286516,asikom01
2019-20,Chicago Bulls,NBA,3000000,asikom01
Career,(may be incomplete),,74488953,asikom01
1991-92,Golden State Warriors,NBA,135000,askewvi01
1992-93,Seattle SuperSonics,NBA,180000,askewvi01
1994-95,Seattle SuperSonics,NBA,1460000,askewvi01
1995-96,Seattle SuperSonics,NBA,1810000,askewvi01
1996-97,Indiana Pacers,NBA,2000000,askewvi01
1997-98,Portland Trail Blazers,NBA,272250,askewvi01
Career,(may be incomplete),,5857250,askewvi01
1990-91,Miami Heat,NBA,150000,askinke01
1991-92,Miami Heat,NBA,202000,askinke01
1992-93,Miami Heat,NBA,250000,askinke01
1993-94,Miami Heat,NBA,313000,askinke01
1994-95,Miami Heat,NBA,406000,askinke01
1995-96,Miami Heat,NBA,550000,askinke01
1996-97,Miami Heat,NBA,650000,askinke01
1997-98,Miami Heat,NBA,750000,askinke01
1998-99,Miami Heat,NBA,725000,askinke01
1999-00,Miami Heat,NBA,1752400,askinke01
Career,(may be incomplete),,5748400,askinke01
1999-00,Orlando Magic,NBA,385000,atkinch01
2000-01,Detroit Pistons,NBA,3000000,atkinch01
2001-02,Detroit Pistons,NBA,3300000,atkinch01
2002-03,Detroit Pistons,NBA,3600000,atkinch01
2003-04,Detroit Pistons,NBA,3900000,atkinch01
2004-05,Los Angeles Lakers,NBA,4200000,atkinch01
2005-06,Washington Wizards,NBA,4500000,atkinch01
2006-07,Memphis Grizzlies,NBA,3000000,atkinch01
2007-08,Denver Nuggets,NBA,3000000,atkinch01
2008-09,Oklahoma City Thunder,NBA,3240000,atkinch01
2009-10,Detroit Pistons,NBA,1306455,atkinch01
2009-10,Minnesota Timberwolves,NBA,760000,atkinch01
Career,(may be incomplete),,34191455,atkinch01
1991-92,Atlanta Hawks,NBA,875000,augmost01
1992-93,Atlanta Hawks,NBA,1138000,augmost01
1993-94,Atlanta Hawks,NBA,1400000,augmost01
1994-95,Atlanta Hawks,NBA,1662500,augmost01
1995-96,Atlanta Hawks,NBA,2160000,augmost01
1996-97,Detroit Pistons,NBA,2480000,augmost01
1997-98,Portland Trail Blazers,NBA,2800000,augmost01
1998-99,Portland Trail Blazers,NBA,3200000,augmost01
1999-00,Houston Rockets,NBA,3450000,augmost01
1999-00,Portland Trail Blazers,NBA,510000,augmost01
2000-01,Portland Trail Blazers,NBA,923500,augmost01
2001-02,Charlotte Hornets,NBA,2400000,augmost01
2002-03,New Orleans Hornets,NBA,2400000,augmost01
2003-04,New Orleans Hornets,NBA,2400000,augmost01
2004-05,Orlando Magic,NBA,1100000,augmost01
2005-06,Orlando Magic,NBA,1138500,augmost01
Career,(may be incomplete),,30037500,augmost01
2008-09,Charlotte Bobcats,NBA,2208960,augusdj01
2009-10,Charlotte Bobcats,NBA,2385480,augusdj01
2010-11,Charlotte Bobcats,NBA,2540400,augusdj01
2011-12,Charlotte Bobcats,NBA,3236470,augusdj01
2012-13,Indiana Pacers,NBA,3500000,augusdj01
2013-14,Toronto Raptors,NBA,1267000,augusdj01
2014-15,Oklahoma City Thunder,NBA,3000000,augusdj01
2015-16,Denver Nuggets,NBA,3000000,augusdj01
2016-17,Orlando Magic,NBA,7250000,augusdj01
2017-18,Orlando Magic,NBA,7250000,augusdj01
2018-19,Orlando Magic,NBA,7250000,augusdj01
2019-20,Orlando Magic,NBA,7250000,augusdj01
2020-21,Houston Rockets,NBA,6666667,augusdj01
2021-22,Houston Rockets,NBA,7000000,augusdj01
2021-22,Los Angeles Lakers,NBA,622467,augusdj01
Career,(may be incomplete),,64427444,augusdj01
2006-07,Orlando Magic,NBA,412718,augusja01
2007-08,Orlando Magic,NBA,687456,augusja01
Career,(may be incomplete),,1100174,augusja01
1991-92,Utah Jazz,NBA,130000,austiis01
1992-93,Utah Jazz,NBA,400000,austiis01
1993-94,Utah Jazz,NBA,450000,austiis01
1996-97,Miami Heat,NBA,247500,austiis01
1997-98,Miami Heat,NBA,384000,austiis01
1998-99,Orlando Magic,NBA,5000000,austiis01
1999-00,Washington Wizards,NBA,4819451,austiis01
2000-01,Vancouver Grizzlies,NBA,5500000,austiis01
2001-02,Memphis Grizzlies,NBA,5695715,austiis01
Career,(may be incomplete),,22626666,austiis01
2020-21,Washington Wizards,NBA,4469160,avdijde01
2021-22,Washington Wizards,NBA,4692840,avdijde01
Career,(may be incomplete),,9162000,avdijde01
1992-93,Milwaukee Bucks,NBA,500000,aventan01
1993-94,Orlando Magic,NBA,650000,aventan01
1994-95,Orlando Magic,NBA,800000,aventan01
1995-96,Vancouver Grizzlies,NBA,950000,aventan01
1999-00,Los Angeles Clippers,NBA,510000,aventan01
Career,(may be incomplete),,3410000,aventan01
1999-00,Minnesota Timberwolves,NBA,1196520,averywi01
2000-01,Minnesota Timberwolves,NBA,1286160,averywi01
2001-02,Minnesota Timberwolves,NBA,1375920,averywi01
Career,(may be incomplete),,3858600,averywi01
2021-22,Washington Wizards,NBA,0,ayayijo01
Career,(may be incomplete),,0,ayayijo01
2011-12,New Orleans Hornets,NBA,1567500,ayongu01
2012-13,Milwaukee Bucks,NBA,1500000,ayongu01
2013-14,Atlanta Hawks,NBA,1500000,ayongu01
Career,(may be incomplete),,4567500,ayongu01
2018-19,Phoenix Suns,NBA,8165160,aytonde01
2019-20,Phoenix Suns,NBA,9562920,aytonde01
2020-21,Phoenix Suns,NBA,10018200,aytonde01
2021-22,Phoenix Suns,NBA,12632950,aytonde01
Career,(may be incomplete),,40379230,aytonde01
2006-07,Golden State Warriors,NBA,251657,azubuke01
2006-07,Houston Rockets,NBA,50000,azubuke01
2007-08,Golden State Warriors,NBA,687456,azubuke01
2008-09,Golden State Warriors,NBA,2900000,azubuke01
2009-10,Golden State Warriors,NBA,3132000,azubuke01
2010-11,New York Knicks,NBA,3300000,azubuke01
2012-13,Cleveland Cavaliers,NBA,885120,azubuke01
Career,(may be incomplete),,11206233,azubuke01
2020-21,Utah Jazz,NBA,1977000,azubuud01
2021-22,Utah Jazz,NBA,2075880,azubuud01
Career,(may be incomplete),,4052880,azubuud01
2014-15,Boston Celtics,NBA,48028,babbch01
Career,(may be incomplete),,48028,babbch01
2010-11,Portland Trail Blazers,NBA,1645440,babbilu01
2011-12,Portland Trail Blazers,NBA,1768800,babbilu01
2012-13,Portland Trail Blazers,NBA,1892280,babbilu01
2014-15,New Orleans Pelicans,NBA,981084,babbilu01
2015-16,New Orleans Pelicans,NBA,1100000,babbilu01
2016-17,Miami Heat,NBA,1227000,babbilu01
2017-18,Miami Heat,NBA,1974159,babbilu01
Career,(may be incomplete),,10588763,babbilu01
1990-91,Cleveland Cavaliers,NBA,200000,babicmi01
Career,(may be incomplete),,200000,babicmi01
2017-18,Charlotte Hornets,NBA,815615,bacondw01
2018-19,Charlotte Hornets,NBA,1378242,bacondw01
2019-20,Charlotte Hornets,NBA,1618520,bacondw01
2020-21,Orlando Magic,NBA,1678854,bacondw01
Career,(may be incomplete),,5491231,bacondw01
2000-01,Chicago Bulls,NBA,795000,bagarda01
2001-02,Chicago Bulls,NBA,854640,bagarda01
2002-03,Chicago Bulls,NBA,830947,bagarda01
2003-04,Chicago Bulls,NBA,1599076,bagarda01
Career,(may be incomplete),,4079663,bagarda01
1984-85,Cleveland Cavaliers,NBA,209000,baglejo01
1985-86,Cleveland Cavaliers,NBA,300000,baglejo01
1986-87,Cleveland Cavaliers,NBA,300000,baglejo01
1987-88,New Jersey Nets,NBA,475000,baglejo01
1988-89,New Jersey Nets,NBA,500000,baglejo01
1990-91,Boston Celtics,NBA,550000,baglejo01
1991-92,Boston Celtics,NBA,550000,baglejo01
1992-93,Boston Celtics,NBA,550000,baglejo01
1993-94,Boston Celtics,NBA,600000,baglejo01
Career,(may be incomplete),,4034000,baglejo01
2018-19,Sacramento Kings,NBA,7305600,baglema01
2019-20,Sacramento Kings,NBA,8556120,baglema01
2020-21,Sacramento Kings,NBA,8963640,baglema01
2021-22,Detroit Pistons,NBA,11312114,baglema01
Career,(may be incomplete),,36137474,baglema01
1985-86,New York Knicks,NBA,500000,baileja01
1986-87,New Jersey Nets,NBA,550000,baileja01
1987-88,Phoenix Suns,NBA,300000,baileja01
Career,(may be incomplete),,1350000,baileja01
1984-85,Utah Jazz,NBA,225000,baileth01
1985-86,Utah Jazz,NBA,260000,baileth01
1987-88,Utah Jazz,NBA,549000,baileth01
1988-89,Utah Jazz,NBA,600000,baileth01
1989-90,Utah Jazz,NBA,1000000,baileth01
1990-91,Utah Jazz,NBA,1000000,baileth01
1991-92,Minnesota Timberwolves,NBA,1000000,baileth01
1992-93,Minnesota Timberwolves,NBA,1000000,baileth01
1993-94,Minnesota Timberwolves,NBA,1000000,baileth01
1998-99,Utah Jazz,NBA,850000,baileth01
1999-00,Utah Jazz,NBA,510000,baileth01
Career,(may be incomplete),,7994000,baileth01
1998-99,Phoenix Suns,NBA,287500,baileto01
1999-00,Phoenix Suns,NBA,535000,baileto01
Career,(may be incomplete),,822500,baileto01
2014-15,Chicago Bulls,NBA,507336,bairsca01
2015-16,Chicago Bulls,NBA,845059,bairsca01
Career,(may be incomplete),,1352395,bairsca01
2016-17,New York Knicks,NBA,543471,bakerro01
2017-18,New York Knicks,NBA,4328000,bakerro01
2018-19,New York Knicks,NBA,4544400,bakerro01
2018-19,Washington Wizards,NBA,170915,bakerro01
Career,(may be incomplete),,9586786,bakerro01
1993-94,Milwaukee Bucks,NBA,866000,bakervi01
1994-95,Milwaukee Bucks,NBA,1065300,bakervi01
1995-96,Milwaukee Bucks,NBA,3765000,bakervi01
1996-97,Milwaukee Bucks,NBA,3765000,bakervi01
1997-98,Seattle SuperSonics,NBA,4064373,bakervi01
1998-99,Seattle SuperSonics,NBA,4264000,bakervi01
1999-00,Seattle SuperSonics,NBA,9000000,bakervi01
2000-01,Seattle SuperSonics,NBA,10130000,bakervi01
2001-02,Seattle SuperSonics,NBA,11250000,bakervi01
2002-03,Boston Celtics,NBA,12375000,bakervi01
2003-04,Boston Celtics,NBA,13500000,bakervi01
2004-05,Boston Celtics,NBA,5333333,bakervi01
2004-05,New York Knicks,NBA,3500000,bakervi01
2005-06,Boston Celtics,NBA,5333333,bakervi01
2005-06,Houston Rockets,NBA,3850000,bakervi01
2006-07,Boston Celtics,NBA,5243334,bakervi01
