Season,Team,Lg,Salary,player_id
2005-06,Seattle SuperSonics,NBA,6207670,fortsda01
2006-07,Seattle SuperSonics,NBA,6596990,fortsda01
Career,(may be incomplete),,42145240,fortsda01
1990-91,Washington Bullets,NBA,275000,fostegr01
1991-92,Washington Bullets,NBA,339000,fostegr01
1992-93,Washington Bullets,NBA,439000,fostegr01
1993-94,Atlanta Hawks,NBA,250000,fostegr01
1994-95,Minnesota Timberwolves,NBA,113400,fostegr01
1994-95,Chicago Bulls,NBA,80500,fostegr01
1995-96,Utah Jazz,NBA,350000,fostegr01
1996-97,Utah Jazz,NBA,420000,fostegr01
1997-98,Utah Jazz,NBA,504000,fostegr01
1998-99,Utah Jazz,NBA,588000,fostegr01
1999-00,Seattle SuperSonics,NBA,1603861,fostegr01
2000-01,Los Angeles Lakers,NBA,1760000,fostegr01
2001-02,Milwaukee Bucks,NBA,1764247,fostegr01
2002-03,Toronto Raptors,NBA,401951,fostegr01
Career,(may be incomplete),,8888959,fostegr01
1999-00,Indiana Pacers,NBA,857760,fosteje01
2000-01,Indiana Pacers,NBA,922080,fosteje01
2001-02,Indiana Pacers,NBA,986400,fosteje01
2002-03,Indiana Pacers,NBA,1571335,fosteje01
2003-04,Indiana Pacers,NBA,4000000,fosteje01
2004-05,Indiana Pacers,NBA,4500000,fosteje01
2005-06,Indiana Pacers,NBA,5000000,fosteje01
2006-07,Indiana Pacers,NBA,5500000,fosteje01
2007-08,Indiana Pacers,NBA,5500000,fosteje01
2008-09,Indiana Pacers,NBA,5500000,fosteje01
2009-10,Indiana Pacers,NBA,6077500,fosteje01
2010-11,Indiana Pacers,NBA,6655000,fosteje01
2011-12,Indiana Pacers,NBA,3000000,fosteje01
Career,(may be incomplete),,50070075,fosteje01
1984-85,Phoenix Suns,NBA,125000,fostero01
1985-86,Phoenix Suns,NBA,137000,fostero01
Career,(may be incomplete),,262000,fostero01
2001-02,Memphis Grizzlies,NBA,332817,fotsian01
Career,(may be incomplete),,332817,fotsian01
2012-13,Denver Nuggets,NBA,1361400,fournev01
2013-14,Denver Nuggets,NBA,1422720,fournev01
2014-15,Orlando Magic,NBA,1483920,fournev01
2015-16,Orlando Magic,NBA,2288205,fournev01
2016-17,Orlando Magic,NBA,17000000,fournev01
2017-18,Orlando Magic,NBA,17000000,fournev01
2018-19,Orlando Magic,NBA,17000000,fournev01
2019-20,Orlando Magic,NBA,17000000,fournev01
2020-21,Boston Celtics,NBA,17450000,fournev01
2021-22,New York Knicks,NBA,17142857,fournev01
Career,(may be incomplete),,109149102,fournev01
2002-03,Los Angeles Clippers,NBA,512435,fowlktr01
2003-04,Detroit Pistons,NBA,638679,fowlktr01
2004-05,Indiana Pacers,NBA,79029,fowlktr01
Career,(may be incomplete),,1230143,fowlktr01
2017-18,Sacramento Kings,NBA,4609200,foxde01
2018-19,Sacramento Kings,NBA,5470920,foxde01
2019-20,Sacramento Kings,NBA,6392760,foxde01
2020-21,Sacramento Kings,NBA,8099627,foxde01
2021-22,Sacramento Kings,NBA,28103500,foxde01
Career,(may be incomplete),,52676007,foxde01
1991-92,Boston Celtics,NBA,525000,foxri01
1992-93,Boston Celtics,NBA,650000,foxri01
1993-94,Boston Celtics,NBA,755000,foxri01
1994-95,Boston Celtics,NBA,1750000,foxri01
1995-96,Boston Celtics,NBA,1750000,foxri01
1996-97,Boston Celtics,NBA,1750000,foxri01
1997-98,Los Angeles Lakers,NBA,1000000,foxri01
1998-99,Los Angeles Lakers,NBA,1750000,foxri01
1999-00,Los Angeles Lakers,NBA,3033000,foxri01
2000-01,Los Angeles Lakers,NBA,3400000,foxri01
2001-02,Los Angeles Lakers,NBA,3791250,foxri01
2002-03,Los Angeles Lakers,NBA,4340231,foxri01
2003-04,Los Angeles Lakers,NBA,4734797,foxri01
2004-05,Boston Celtics,NBA,4800000,foxri01
Career,(may be incomplete),,34029278,foxri01
2006-07,Minnesota Timberwolves,NBA,2448240,foyera01
2007-08,Minnesota Timberwolves,NBA,2631840,foyera01
2008-09,Minnesota Timberwolves,NBA,2815560,foyera01
2009-10,Washington Wizards,NBA,3575761,foyera01
2010-11,Los Angeles Clippers,NBA,4250000,foyera01
2011-12,Los Angeles Clippers,NBA,4250000,foyera01
2012-13,Utah Jazz,NBA,2500000,foyera01
2013-14,Denver Nuggets,NBA,3000000,foyera01
2014-15,Denver Nuggets,NBA,3135000,foyera01
2015-16,Oklahoma City Thunder,NBA,3270000,foyera01
2016-17,Brooklyn Nets,NBA,2500000,foyera01
Career,(may be incomplete),,34376401,foyera01
1997-98,Golden State Warriors,NBA,1495000,foylead01
1998-99,Golden State Warriors,NBA,1701000,foylead01
1999-00,Golden State Warriors,NBA,1922520,foylead01
2000-01,Golden State Warriors,NBA,3580000,foylead01
2001-02,Golden State Warriors,NBA,4400000,foylead01
2002-03,Golden State Warriors,NBA,4400000,foylead01
2003-04,Golden State Warriors,NBA,4400000,foylead01
2004-05,Golden State Warriors,NBA,6500000,foylead01
2005-06,Golden State Warriors,NBA,7312500,foylead01
2006-07,Golden State Warriors,NBA,8125000,foylead01
2007-08,Golden State Warriors,NBA,8937500,foylead01
2007-08,Orlando Magic,NBA,1219590,foylead01
2008-09,Golden State Warriors,NBA,6800000,foylead01
2008-09,Memphis Grizzlies,NBA,1262275,foylead01
2009-10,Orlando Magic,NBA,1306455,foylead01
Career,(may be incomplete),,63361840,foylead01
2003-04,Seattle SuperSonics,NBA,366931,frahmri01
2004-05,Portland Trail Blazers,NBA,695046,frahmri01
2005-06,Minnesota Timberwolves,NBA,719373,frahmri01
2007-08,Los Angeles Clippers,NBA,623694,frahmri01
Career,(may be incomplete),,2405044,frahmri01
1999-00,Houston Rockets,NBA,3020520,francst01
2000-01,Houston Rockets,NBA,3246960,francst01
2001-02,Houston Rockets,NBA,3473520,francst01
2002-03,Houston Rockets,NBA,4383581,francst01
2003-04,Houston Rockets,NBA,10960000,francst01
2004-05,Orlando Magic,NBA,12330000,francst01
2005-06,Orlando Magic,NBA,13700000,francst01
2006-07,New York Knicks,NBA,15070000,francst01
2007-08,Portland Trail Blazers,NBA,15070000,francst01
2007-08,Houston Rockets,NBA,2430000,francst01
2008-09,Portland Trail Blazers,NBA,17180000,francst01
2008-09,Memphis Grizzlies,NBA,2636550,francst01
Career,(may be incomplete),,103501131,francst01
2013-14,Memphis Grizzlies,NBA,535000,frankja01
2014-15,Memphis Grizzlies,NBA,163296,frankja01
2014-15,Denver Nuggets,NBA,19914,frankja01
2015-16,Memphis Grizzlies,NBA,163296,frankja01
2016-17,Memphis Grizzlies,NBA,163296,frankja01
2017-18,Memphis Grizzlies,NBA,163296,frankja01
2018-19,Memphis Grizzlies,NBA,163296,frankja01
Career,(may be incomplete),,1371394,frankja01
2020-21,Orlando Magic,NBA,198040,frankro01
Career,(may be incomplete),,198040,frankro01
1987-88,Golden State Warriors,NBA,353000,frankte01
1988-89,Golden State Warriors,NBA,303000,frankte01
1993-94,Minnesota Timberwolves,NBA,200000,frankte01
Career,(may be incomplete),,856000,frankte01
2018-19,Orlando Magic,NBA,1050000,frazime01
2019-20,Orlando Magic,NBA,1416852,frazime01
2021-22,Oklahoma City Thunder,NBA,0,frazime01
Career,(may be incomplete),,2466852,frazime01
2015-16,Los Angeles Lakers,NBA,50000,frazimi01
2018-19,Houston Rockets,NBA,23685,frazimi01
2019-20,Houston Rockets,NBA,0,frazimi01
Career,(may be incomplete),,73685,frazimi01
2014-15,Philadelphia 76ers,NBA,59686,fraziti01
2014-15,Portland Trail Blazers,NBA,50734,fraziti01
2015-16,Portland Trail Blazers,NBA,845059,fraziti01
2015-16,New Orleans Pelicans,NBA,144157,fraziti01
2016-17,New Orleans Pelicans,NBA,2090000,fraziti01
2017-18,Washington Wizards,NBA,2000000,fraziti01
2018-19,New Orleans Pelicans,NBA,1621415,fraziti01
2018-19,Milwaukee Bucks,NBA,210692,fraziti01
2019-20,Detroit Pistons,NBA,1882867,fraziti01
2020-21,Memphis Grizzlies,NBA,518612,fraziti01
2021-22,Orlando Magic,NBA,257418,fraziti01
2021-22,Cleveland Cavaliers,NBA,128709,fraziti01
Career,(may be incomplete),,9809349,fraziti01
1988-89,Indiana Pacers,NBA,100000,fredean01
1990-91,Sacramento Kings,NBA,30000,fredean01
1991-92,Charlotte Hornets,NBA,130000,fredean01
Career,(may be incomplete),,260000,fredean01
2011-12,Sacramento Kings,NBA,2238360,fredeji01
2012-13,Sacramento Kings,NBA,2406240,fredeji01
2013-14,Sacramento Kings,NBA,2439840,fredeji01
2014-15,New Orleans Pelicans,NBA,948163,fredeji01
2015-16,San Antonio Spurs,NBA,507711,fredeji01
2015-16,New York Knicks,NBA,59731,fredeji01
2015-16,New Orleans Pelicans,NBA,54812,fredeji01
2018-19,Phoenix Suns,NBA,198580,fredeji01
Career,(may be incomplete),,8853437,fredeji01
2012-13,Portland Trail Blazers,NBA,3013512,freeljo01
2013-14,Portland Trail Blazers,NBA,2897976,freeljo01
2014-15,Portland Trail Blazers,NBA,3013512,freeljo01
Career,(may be incomplete),,8925000,freeljo01
1984-85,Cleveland Cavaliers,NBA,675000,freewo01
1985-86,Cleveland Cavaliers,NBA,675000,freewo01
1987-88,Houston Rockets,NBA,200000,freewo01
Career,(may be incomplete),,1550000,freewo01
2004-05,New Orleans Hornets,NBA,352388,freijma01
2004-05,Miami Heat,NBA,28191,freijma01
2006-07,Atlanta Hawks,NBA,145961,freijma01
Career,(may be incomplete),,526540,freijma01
2005-06,New York Knicks,NBA,2162880,fryech01
2006-07,New York Knicks,NBA,2325000,fryech01
2007-08,Portland Trail Blazers,NBA,2487240,fryech01
2008-09,Portland Trail Blazers,NBA,3163769,fryech01
2009-10,Phoenix Suns,NBA,2000000,fryech01
2010-11,Phoenix Suns,NBA,5200000,fryech01
2011-12,Phoenix Suns,NBA,5600000,fryech01
2012-13,Phoenix Suns,NBA,6000000,fryech01
2013-14,Phoenix Suns,NBA,6400000,fryech01
2014-15,Orlando Magic,NBA,8175476,fryech01
2015-16,Cleveland Cavaliers,NBA,7807579,fryech01
2016-17,Cleveland Cavaliers,NBA,7806971,fryech01
2017-18,Los Angeles Lakers,NBA,7420912,fryech01
2018-19,Cleveland Cavaliers,NBA,2393887,fryech01
Career,(may be incomplete),,68943714,fryech01
1996-97,Golden State Warriors,NBA,1125000,fulleto02
1997-98,Golden State Warriors,NBA,1293240,fulleto02
1998-99,Utah Jazz,NBA,1461000,fulleto02
1999-00,Charlotte Hornets,NBA,485000,fulleto02
2000-01,Miami Heat,NBA,611000,fulleto02
Career,(may be incomplete),,4975240,fulleto02
2017-18,Philadelphia 76ers,NBA,7026240,fultzma01
2018-19,Orlando Magic,NBA,8339880,fultzma01
2019-20,Orlando Magic,NBA,9745200,fultzma01
2020-21,Orlando Magic,NBA,12288697,fultzma01
2021-22,Orlando Magic,NBA,16500000,fultzma01
Career,(may be incomplete),,53900017,fultzma01
1999-00,Sacramento Kings,NBA,2400000,fundela01
2000-01,Sacramento Kings,NBA,2700000,fundela01
2001-02,Sacramento Kings,NBA,3025000,fundela01
2002-03,Sacramento Kings,NBA,3300000,fundela01
2003-04,Sacramento Kings,NBA,3600000,fundela01
Career,(may be incomplete),,15025000,fundela01
2018-19,Sacramento Kings,NBA,0,gabriwe01
2019-20,Portland Trail Blazers,NBA,1445697,gabriwe01
2020-21,New Orleans Pelicans,NBA,1620564,gabriwe01
2021-22,Los Angeles Clippers,NBA,198760,gabriwe01
2021-22,Brooklyn Nets,NBA,99380,gabriwe01
2021-22,New Orleans Pelicans,NBA,99380,gabriwe01
2021-22,Los Angeles Lakers,NBA,0,gabriwe01
Career,(may be incomplete),,3493595,gabriwe01
2002-03,Milwaukee Bucks,NBA,349458,gadzuda01
2003-04,Milwaukee Bucks,NBA,563679,gadzuda01
2004-05,Milwaukee Bucks,NBA,695046,gadzuda01
2005-06,Milwaukee Bucks,NBA,4750000,gadzuda01
2006-07,Milwaukee Bucks,NBA,5252065,gadzuda01
2007-08,Milwaukee Bucks,NBA,5751130,gadzuda01
2008-09,Milwaukee Bucks,NBA,6250195,gadzuda01
2009-10,Milwaukee Bucks,NBA,6749260,gadzuda01
2010-11,New Jersey Nets,NBA,7248325,gadzuda01
Career,(may be incomplete),,37609158,gadzuda01
2019-20,Chicago Bulls,NBA,898310,gaffoda01
2020-21,Washington Wizards,NBA,1517981,gaffoda01
2021-22,Washington Wizards,NBA,1782621,gaffoda01
Career,(may be incomplete),,4198912,gaffoda01
2005-06,Philadelphia 76ers,NBA,92396,gaide01
Career,(may be incomplete),,92396,gaide01
1992-93,Seattle SuperSonics,NBA,13000,gaineco01
Career,(may be incomplete),,13000,gaineco01
2003-04,Orlando Magic,NBA,1353120,gainere01
2004-05,Houston Rockets,NBA,1454640,gainere01
2005-06,Milwaukee Bucks,NBA,1556160,gainere01
Career,(may be incomplete),,4363920,gainere01
2009-10,Utah Jazz,NBA,269169,gainesu01
2010-11,Minnesota Timberwolves,NBA,237626,gainesu01
2010-11,Toronto Raptors,NBA,89670,gainesu01
2011-12,New Jersey Nets,NBA,854389,gainesu01
Career,(may be incomplete),,1450854,gainesu01
2008-09,New York Knicks,NBA,2873520,gallida01
2009-10,New York Knicks,NBA,3089040,gallida01
2010-11,Denver Nuggets,NBA,3304560,gallida01
2011-12,Denver Nuggets,NBA,4190182,gallida01
2012-13,Denver Nuggets,NBA,9439000,gallida01
2013-14,Denver Nuggets,NBA,10146925,gallida01
2014-15,Denver Nuggets,NBA,10854850,gallida01
2015-16,Denver Nuggets,NBA,14000000,gallida01
2016-17,Denver Nuggets,NBA,15050000,gallida01
2017-18,Los Angeles Clippers,NBA,20559599,gallida01
2018-19,Los Angeles Clippers,NBA,21587579,gallida01
2019-20,Oklahoma City Thunder,NBA,22615559,gallida01
2020-21,Atlanta Hawks,NBA,19500000,gallida01
2021-22,Atlanta Hawks,NBA,20475000,gallida01
Career,(may be incomplete),,177685814,gallida01
2014-15,New York Knicks,NBA,235762,gallola01
2015-16,New York Knicks,NBA,845059,gallola01
2016-17,Sacramento Kings,NBA,5200000,gallola01
2017-18,Detroit Pistons,NBA,6666667,gallola01
2018-19,Detroit Pistons,NBA,7000000,gallola01
2019-20,Detroit Pistons,NBA,7333333,gallola01
2020-21,Phoenix Suns,NBA,1620564,gallola01
2021-22,Brooklyn Nets,NBA,257418,gallola01
2021-22,Milwaukee Bucks,NBA,128709,gallola01
Career,(may be incomplete),,29287512,gallola01
1988-89,Boston Celtics,NBA,100000,gamblke01
1990-91,Boston Celtics,NBA,375000,gamblke01
1991-92,Boston Celtics,NBA,1400000,gamblke01
1992-93,Boston Celtics,NBA,1200000,gamblke01
1993-94,Boston Celtics,NBA,1100000,gamblke01
1994-95,Miami Heat,NBA,650000,gamblke01
1995-96,Miami Heat,NBA,845000,gamblke01
1996-97,Sacramento Kings,NBA,1196000,gamblke01
1997-98,Sacramento Kings,NBA,1420250,gamblke01
1998-99,Sacramento Kings,NBA,1645000,gamblke01
1999-00,Sacramento Kings,NBA,1868750,gamblke01
Career,(may be incomplete),,11800000,gamblke01
2006-07,Toronto Raptors,NBA,3750000,garbajo01
2007-08,Toronto Raptors,NBA,4000000,garbajo01
2008-09,Toronto Raptors,NBA,4350000,garbajo01
Career,(may be incomplete),,12100000,garbajo01
2000-01,Phoenix Suns,NBA,316969,garceru01
Career,(may be incomplete),,316969,garceru01
2003-04,San Antonio Spurs,NBA,366931,garcial01
2004-05,New Orleans Hornets,NBA,620046,garcial01
Career,(may be incomplete),,986977,garcial01
2005-06,Sacramento Kings,NBA,1016400,garcifr01
2006-07,Sacramento Kings,NBA,1092600,garcifr01
2007-08,Sacramento Kings,NBA,1168800,garcifr01
2008-09,Sacramento Kings,NBA,1983454,garcifr01
2009-10,Sacramento Kings,NBA,5800000,garcifr01
2010-11,Sacramento Kings,NBA,5500000,garcifr01
2011-12,Sacramento Kings,NBA,5800000,garcifr01
2012-13,Houston Rockets,NBA,6100000,garcifr01
2013-14,Houston Rockets,NBA,1265977,garcifr01
2014-15,Houston Rockets,NBA,1316809,garcifr01
Career,(may be incomplete),,31044040,garcifr01
2007-08,Chicago Bulls,NBA,101451,gardnth01
2008-09,Atlanta Hawks,NBA,711517,gardnth01
Career,(may be incomplete),,812968,gardnth01
2016-17,San Antonio Spurs,NBA,100000,garinpa01
2016-17,Orlando Magic,NBA,31969,garinpa01
Career,(may be incomplete),,131969,garinpa01
2019-20,Cleveland Cavaliers,NBA,6400920,garlada01
2020-21,Cleveland Cavaliers,NBA,6720720,garlada01
2021-22,Cleveland Cavaliers,NBA,7040880,garlada01
Career,(may be incomplete),,20162520,garlada01
1987-88,Golden State Warriors,NBA,75000,garlawi01
1988-89,Golden State Warriors,NBA,100000,garlawi01
1990-91,Los Angeles Clippers,NBA,450000,garlawi01
1991-92,Denver Nuggets,NBA,450000,garlawi01
1992-93,Denver Nuggets,NBA,625000,garlawi01
1992-93,Houston Rockets,NBA,134000,garlawi01
1994-95,Minnesota Timberwolves,NBA,143860,garlawi01
Career,(may be incomplete),,1977860,garlawi01
1984-85,Indiana Pacers,NBA,269000,garnebi02
1985-86,Indiana Pacers,NBA,294000,garnebi02
Career,(may be incomplete),,563000,garnebi02
1997-98,Toronto Raptors,NBA,242000,garnech01
Career,(may be incomplete),,242000,garnech01
1995-96,Minnesota Timberwolves,NBA,1622000,garneke01
1996-97,Minnesota Timberwolves,NBA,1666000,garneke01
1997-98,Minnesota Timberwolves,NBA,2109120,garneke01
1998-99,Minnesota Timberwolves,NBA,14000000,garneke01
1999-00,Minnesota Timberwolves,NBA,16806300,garneke01
2000-01,Minnesota Timberwolves,NBA,19610000,garneke01
2001-02,Minnesota Timberwolves,NBA,22400000,garneke01
2002-03,Minnesota Timberwolves,NBA,25200000,garneke01
2003-04,Minnesota Timberwolves,NBA,28000000,garneke01
2004-05,Minnesota Timberwolves,NBA,16000000,garneke01
2005-06,Minnesota Timberwolves,NBA,18000000,garneke01
2006-07,Minnesota Timberwolves,NBA,21000000,garneke01
2007-08,Boston Celtics,NBA,23750000,garneke01
2008-09,Boston Celtics,NBA,24751934,garneke01
2009-10,Boston Celtics,NBA,16400000,garneke01
2010-11,Boston Celtics,NBA,18800000,garneke01
2011-12,Boston Celtics,NBA,21247044,garneke01
2012-13,Boston Celtics,NBA,11566265,garneke01
2013-14,Brooklyn Nets,NBA,12443735,garneke01
2014-15,Minnesota Timberwolves,NBA,12000000,garneke01
2015-16,Minnesota Timberwolves,NBA,8500000,garneke01
2016-17,Minnesota Timberwolves,NBA,8000000,garneke01
Career,(may be incomplete),,343872398,garneke01
1998-99,Boston Celtics,NBA,287500,garnema01
Career,(may be incomplete),,287500,garnema01
2018-19,New York Knicks,NBA,42634,garrebi01
Career,(may be incomplete),,42634,garrebi01
1988-89,Phoenix Suns,NBA,100000,garrede01
1996-97,Minnesota Timberwolves,NBA,247500,garrede01
1997-98,Denver Nuggets,NBA,1800000,garrede01
1998-99,Minnesota Timberwolves,NBA,2160000,garrede01
1999-00,Minnesota Timberwolves,NBA,2520000,garrede01
2000-01,Minnesota Timberwolves,NBA,2880000,garrede01
2001-02,Minnesota Timberwolves,NBA,3240000,garrede01
Career,(may be incomplete),,12947500,garrede01
2012-13,Phoenix Suns,NBA,473604,garredi02
2014-15,Portland Trail Blazers,NBA,915243,garredi02
Career,(may be incomplete),,1388847,garredi02
2021-22,Miami Heat,NBA,0,garrema01
Career,(may be incomplete),,0,garrema01
1999-00,Orlando Magic,NBA,61147,garriki01
Career,(may be incomplete),,61147,garriki01
1998-99,Phoenix Suns,NBA,740000,garripa01
1999-00,Orlando Magic,NBA,952800,garripa01
2000-01,Orlando Magic,NBA,1019280,garripa01
2001-02,Orlando Magic,NBA,1569691,garripa01
2002-03,Orlando Magic,NBA,2350000,garripa01
2003-04,Orlando Magic,NBA,2643750,garripa01
2004-05,Orlando Magic,NBA,2937500,garripa01
2005-06,Orlando Magic,NBA,3231250,garripa01
2006-07,Orlando Magic,NBA,3525000,garripa01
2007-08,Orlando Magic,NBA,3818750,garripa01
Career,(may be incomplete),,22788021,garripa01
1988-89,Los Angeles Clippers,NBA,100000,garrito01
1990-91,Los Angeles Clippers,NBA,340000,garrito01
1991-92,Minnesota Timberwolves,NBA,200000,garrito01
Career,(may be incomplete),,640000,garrito01
2021-22,Houston Rockets,NBA,2353320,garubus01
Career,(may be incomplete),,2353320,garubus01
2021-22,Detroit Pistons,NBA,925258,garzalu01
Career,(may be incomplete),,925258,garzalu01
2008-09,Memphis Grizzlies,NBA,3093333,gasolma01
2009-10,Memphis Grizzlies,NBA,3240000,gasolma01
2010-11,Memphis Grizzlies,NBA,3480000,gasolma01
2011-12,Memphis Grizzlies,NBA,12922194,gasolma01
2012-13,Memphis Grizzlies,NBA,13891359,gasolma01
2013-14,Memphis Grizzlies,NBA,14860523,gasolma01
2014-15,Memphis Grizzlies,NBA,15829688,gasolma01
2015-16,Memphis Grizzlies,NBA,19700000,gasolma01
2016-17,Memphis Grizzlies,NBA,21165675,gasolma01
2017-18,Memphis Grizzlies,NBA,22642350,gasolma01
2018-19,Toronto Raptors,NBA,24119025,gasolma01
2019-20,Toronto Raptors,NBA,25595700,gasolma01
2020-21,Los Angeles Lakers,NBA,2564753,gasolma01
2021-22,Memphis Grizzlies,NBA,2692991,gasolma01
Career,(may be incomplete),,185797591,gasolma01
2001-02,Memphis Grizzlies,NBA,2970840,gasolpa01
2002-03,Memphis Grizzlies,NBA,3193680,gasolpa01
2003-04,Memphis Grizzlies,NBA,3417000,gasolpa01
2004-05,Memphis Grizzlies,NBA,4318481,gasolpa01
2005-06,Memphis Grizzlies,NBA,10993000,gasolpa01
2006-07,Memphis Grizzlies,NBA,12364000,gasolpa01
2007-08,Los Angeles Lakers,NBA,13735000,gasolpa01
2008-09,Los Angeles Lakers,NBA,15106000,gasolpa01
2009-10,Los Angeles Lakers,NBA,16452000,gasolpa01
2010-11,Los Angeles Lakers,NBA,17823000,gasolpa01
2011-12,Los Angeles Lakers,NBA,18714150,gasolpa01
2012-13,Los Angeles Lakers,NBA,19000000,gasolpa01
2013-14,Los Angeles Lakers,NBA,19285850,gasolpa01
2014-15,Chicago Bulls,NBA,7128000,gasolpa01
2015-16,Chicago Bulls,NBA,7448760,gasolpa01
2016-17,San Antonio Spurs,NBA,15500000,gasolpa01
2017-18,San Antonio Spurs,NBA,16000000,gasolpa01
2018-19,San Antonio Spurs,NBA,15925144,gasolpa01
2018-19,Milwaukee Bucks,NBA,527467,gasolpa01
2019-20,San Antonio Spurs,NBA,5074856,gasolpa01
2019-20,Portland Trail Blazers,NBA,463684,gasolpa01
Career,(may be incomplete),,225440912,gasolpa01
1991-92,Golden State Warriors,NBA,700000,gatlich01
1992-93,Golden State Warriors,NBA,910000,gatlich01
1993-94,Golden State Warriors,NBA,1120000,gatlich01
1994-95,Golden State Warriors,NBA,1330000,gatlich01
1995-96,Golden State Warriors,NBA,1540000,gatlich01
1996-97,Dallas Mavericks,NBA,3047000,gatlich01
1997-98,New Jersey Nets,NBA,3656400,gatlich01
1998-99,Milwaukee Bucks,NBA,4266000,gatlich01
1999-00,Denver Nuggets,NBA,4875200,gatlich01
2000-01,Cleveland Cavaliers,NBA,5550000,gatlich01
2001-02,Miami Heat,NBA,2504227,gatlich01
Career,(may be incomplete),,29498827,gatlich01
1987-88,Phoenix Suns,NBA,110000,gattike01
1990-91,Charlotte Hornets,NBA,355000,gattike01
1991-92,Charlotte Hornets,NBA,456000,gattike01
1992-93,Charlotte Hornets,NBA,598000,gattike01
1993-94,Charlotte Hornets,NBA,1250000,gattike01
1994-95,Charlotte Hornets,NBA,1250000,gattike01
1995-96,Vancouver Grizzlies,NBA,1450000,gattike01
1996-97,Utah Jazz,NBA,1450000,gattike01
Career,(may be incomplete),,6919000,gattike01
2006-07,Memphis Grizzlies,NBA,2242290,gayru01
2007-08,Memphis Grizzlies,NBA,2411160,gayru01
2008-09,Memphis Grizzlies,NBA,2579400,gayru01
2009-10,Memphis Grizzlies,NBA,3280997,gayru01
2010-11,Memphis Grizzlies,NBA,13603750,gayru01
2011-12,Memphis Grizzlies,NBA,15032144,gayru01
2012-13,Toronto Raptors,NBA,16460538,gayru01
2013-14,Sacramento Kings,NBA,17888931,gayru01
2014-15,Sacramento Kings,NBA,19317325,gayru01
2015-16,Sacramento Kings,NBA,12403101,gayru01
2016-17,Sacramento Kings,NBA,13333333,gayru01
2017-18,San Antonio Spurs,NBA,8406000,gayru01
2018-19,San Antonio Spurs,NBA,10087200,gayru01
2019-20,San Antonio Spurs,NBA,14000000,gayru01
2020-21,San Antonio Spurs,NBA,14500000,gayru01
2021-22,Utah Jazz,NBA,5890000,gayru01
Career,(may be incomplete),,171436169,gayru01
1998-99,San Antonio Spurs,NBA,350000,gazean01
1999-00,San Antonio Spurs,NBA,460000,gazean01
Career,(may be incomplete),,810000,gazean01
2016-17,Detroit Pistons,NBA,650000,gbinimi01
2017-18,Detroit Pistons,NBA,500000,gbinimi01
Career,(may be incomplete),,1150000,gbinimi01
1996-97,Cleveland Cavaliers,NBA,220000,gearyre01
1997-98,San Antonio Spurs,NBA,272250,gearyre01
Career,(may be incomplete),,492250,gearyre01
2010-11,Cleveland Cavaliers,NBA,479735,geeal01
2010-11,Washington Wizards,NBA,125538,geeal01
2010-11,San Antonio Spurs,NBA,76219,geeal01
2011-12,Cleveland Cavaliers,NBA,854389,geeal01
2012-13,Cleveland Cavaliers,NBA,3500000,geeal01
2013-14,Cleveland Cavaliers,NBA,3250000,geeal01
2014-15,Portland Trail Blazers,NBA,1063384,geeal01
2015-16,New Orleans Pelicans,NBA,1375000,geeal01
2016-17,New Orleans Pelicans,NBA,1400000,geeal01
2016-17,Denver Nuggets,NBA,495227,geeal01
Career,(may be incomplete),,12619492,geeal01
1992-93,Miami Heat,NBA,140000,geigema01
1993-94,Miami Heat,NBA,250000,geigema01
1994-95,Miami Heat,NBA,1402000,geigema01
1995-96,Charlotte Hornets,NBA,1532000,geigema01
1996-97,Charlotte Hornets,NBA,1562000,geigema01
1997-98,Charlotte Hornets,NBA,1402000,geigema01
1998-99,Philadelphia 76ers,NBA,6800000,geigema01
1999-00,Philadelphia 76ers,NBA,6889520,geigema01
2000-01,Philadelphia 76ers,NBA,7515840,geigema01
2001-02,Philadelphia 76ers,NBA,8142160,geigema01
2002-03,Philadelphia 76ers,NBA,8768480,geigema01
Career,(may be incomplete),,44404000,geigema01
2006-07,Seattle SuperSonics,NBA,802000,gelabmi01
2007-08,Seattle SuperSonics,NBA,802000,gelabmi01
2012-13,Minnesota Timberwolves,NBA,447298,gelabmi01
Career,(may be incomplete),,2051298,gelabmi01
1999-00,Los Angeles Lakers,NBA,790440,georgde01
2000-01,Los Angeles Lakers,NBA,849720,georgde01
2001-02,Los Angeles Lakers,NBA,834250,georgde01
2002-03,Los Angeles Lakers,NBA,4546000,georgde01
2003-04,Los Angeles Lakers,NBA,4546000,georgde01
2004-05,Los Angeles Lakers,NBA,4546000,georgde01
2005-06,Los Angeles Lakers,NBA,5000600,georgde01
2006-07,Dallas Mavericks,NBA,1974259,georgde01
2007-08,Dallas Mavericks,NBA,2369111,georgde01
2008-09,Dallas Mavericks,NBA,1600000,georgde01
2009-10,Golden State Warriors,NBA,1600000,georgde01
Career,(may be incomplete),,28656380,georgde01
2016-17,Miami Heat,NBA,31969,georgma01
2016-17,Orlando Magic,NBA,31969,georgma01
2016-17,Boston Celtics,NBA,25000,georgma01
2017-18,Minnesota Timberwolves,NBA,1312611,georgma01
Career,(may be incomplete),,1401549,georgma01
2010-11,Indiana Pacers,NBA,2238360,georgpa01
2011-12,Indiana Pacers,NBA,2406240,georgpa01
2012-13,Indiana Pacers,NBA,2574120,georgpa01
